No;Kecamatan / Lokasi Kerja;Kota / Kabupaten;Tahun;Bulan;Tonase;Sampah Mudah Terurai;Kertas;Kayu;Kain;Plastik;Kulit / Karet;Logam;Kaca;B3 Domestik;Masker;Lain-Lain;Sort
533;TEBET;Kota Jakarta Selatan;2021;Juni;3649;1819,76;629,45;116,04;32,84;837,45;25,54;39,41;54,01;15,33;28,46;51,09;6
534;UPK BADAN AIR;Lembaga ;2021;Juni;6981,5;3481,67;1204,31;222,01;62,83;1602,25;48,87;75,40;103,33;29,32;54,46;97,74;6
535;B2B;Lembaga ;2021;Juli;5468,74;2727,26;943,36;173,91;49,22;1255,08;38,28;59,06;80,94;22,97;42,66;76,56;7
536;BIDANG PENGENDALIAN KEBERSIHAN;Lembaga ;2021;Juli;27,3;13,61;4,71;0,87;0,25;6,27;0,19;0,29;0,40;0,11;0,21;0,38;7
537;CAKUNG;Kota Jakarta Timur;2021;Juli;9211,7;4593,87;1589,02;292,93;82,91;2114,09;64,48;99,49;136,33;38,69;71,85;128,96;7
538;CEMPAKA PUTIH;Kota Jakarta Pusat;2021;Juli;1311,22;653,91;226,19;41,70;11,80;300,92;9,18;14,16;19,41;5,51;10,23;18,36;7
539;CENGKARENG;Kota Jakarta Barat;2021;Juli;8863,34;4420,15;1528,93;281,85;79,77;2034,14;62,04;95,72;131,18;37,23;69,13;124,09;7
540;CILANDAK;Kota Jakarta Selatan;2021;Juli;3514,52;1752,69;606,25;111,76;31,63;806,58;24,60;37,96;52,01;14,76;27,41;49,20;7
541;CILINCING;Kota Jakarta Utara;2021;Juli;5788,4;2886,68;998,50;184,07;52,10;1328,44;40,52;62,51;85,67;24,31;45,15;81,04;7
542;CIPAYUNG;Kota Jakarta Timur;2021;Juli;3455,28;1723,15;596,04;109,88;31,10;792,99;24,19;37,32;51,14;14,51;26,95;48,37;7
543;CIRACAS;Kota Jakarta Timur;2021;Juli;4062,66;2026,05;700,81;129,19;36,56;932,38;28,44;43,88;60,13;17,06;31,69;56,88;7
544;DUREN SAWIT;Kota Jakarta Timur;2021;Juli;7130,48;3555,97;1230,01;226,75;64,17;1636,45;49,91;77,01;105,53;29,95;55,62;99,83;7
545;GAMBIR;Kota Jakarta Pusat;2021;Juli;1694,28;844,94;292,26;53,88;15,25;388,84;11,86;18,30;25,08;7,12;13,22;23,72;7
546;GROGOL PETAMBURAN;Kota Jakarta Barat;2021;Juli;4749,6;2368,63;819,31;151,04;42,75;1090,03;33,25;51,30;70,29;19,95;37,05;66,49;7
547;JAGAKARSA;Kota Jakarta Selatan;2021;Juli;4890,52;2438,90;843,61;155,52;44,01;1122,37;34,23;52,82;72,38;20,54;38,15;68,47;7
548;JATINEGARA;Kota Jakarta Timur;2021;Juli;5593,64;2789,55;964,90;177,88;50,34;1283,74;39,16;60,41;82,79;23,49;43,63;78,31;7
549;JOHAR BARU;Kota Jakarta Pusat;2021;Juli;1657,22;826,46;285,87;52,70;14,91;380,33;11,60;17,90;24,53;6,96;12,93;23,20;7
550;KALIDERES;Kota Jakarta Barat;2021;Juli;7538,92;3759,66;1300,46;239,74;67,85;1730,18;52,77;81,42;111,58;31,66;58,80;105,54;7
551;KEBAYORAN BARU;Kota Jakarta Selatan;2021;Juli;4538,38;2263,29;782,87;144,32;40,85;1041,56;31,77;49,01;67,17;19,06;35,40;63,54;7
552;KEBAYORAN LAMA;Kota Jakarta Selatan;2021;Juli;5867,26;2926,00;1012,10;186,58;52,81;1346,54;41,07;63,37;86,84;24,64;45,76;82,14;7
553;KEBON JERUK;Kota Jakarta Barat;2021;Juli;2270,1;1132,10;391,59;72,19;20,43;520,99;15,89;24,52;33,60;9,53;17,71;31,78;7
554;KEHUTANAN JAKARTA BARAT;Kota Jakarta Barat;2021;Juli;258,28;128,80;44,55;8,21;2,32;59,28;1,81;2,79;3,82;1,08;2,01;3,62;7
555;KEHUTANAN JAKARTA PUSAT;Kota Jakarta Pusat;2021;Juli;100,26;50,00;17,29;3,19;0,90;23,01;0,70;1,08;1,48;0,42;0,78;1,40;7
556;KELAPA GADING;Kota Jakarta Utara;2021;Juli;3674,12;1832,28;633,79;116,84;33,07;843,21;25,72;39,68;54,38;15,43;28,66;51,44;7
557;KEMAYORAN;Kota Jakarta Pusat;2021;Juli;4294,98;2141,91;740,88;136,58;38,65;985,70;30,06;46,39;63,57;18,04;33,50;60,13;7
558;KEMBANGAN;Kota Jakarta Barat;2021;Juli;5606,34;2795,88;967,09;178,28;50,46;1286,66;39,24;60,55;82,97;23,55;43,73;78,49;7
559;KEPULAUAN SERIBU;Kabupaten Kepulauan Seribu;2021;Juli;808,04;402,97;139,39;25,70;7,27;185,45;5,66;8,73;11,96;3,39;6,30;11,31;7
560;KOJA;Kota Jakarta Utara;2021;Juli;4299,56;2144,19;741,67;136,73;38,70;986,75;30,10;46,44;63,63;18,06;33,54;60,19;7
561;KRAMAT JATI;Kota Jakarta Timur;2021;Juli;3953,28;1971,50;681,94;125,71;35,58;907,28;27,67;42,70;58,51;16,60;30,84;55,35;7
562;MAKASAR;Kota Jakarta Timur;2021;Juli;2898,16;1445,31;499,93;92,16;26,08;665,13;20,29;31,30;42,89;12,17;22,61;40,57;7
563;MAMPANG PRAPATAN;Kota Jakarta Selatan;2021;Juli;2638;1315,57;455,06;83,89;23,74;605,42;18,47;28,49;39,04;11,08;20,58;36,93;7
564;MATRAMAN;Kota Jakarta Timur;2021;Juli;2604,5;1298,86;449,28;82,82;23,44;597,73;18,23;28,13;38,55;10,94;20,32;36,46;7
565;MENTENG;Kota Jakarta Pusat;2021;Juli;1940,88;967,92;334,80;61,72;17,47;445,43;13,59;20,96;28,73;8,15;15,14;27,17;7
566;Pademangan;Kota Jakarta Utara;2021;Juli;2827,88;1410,26;487,81;89,93;25,45;649,00;19,80;30,54;41,85;11,88;22,06;39,59;7
567;PALMERAH;Kota Jakarta Barat;2021;Juli;3944,06;1966,90;680,35;125,42;35,50;905,16;27,61;42,60;58,37;16,57;30,76;55,22;7
568;PANCORAN;Kota Jakarta Selatan;2021;Juli;4134,52;2061,89;713,20;131,48;37,21;948,87;28,94;44,65;61,19;17,36;32,25;57,88;7
569;PASAR - CAKUNG;Kota Jakarta Timur;2021;Juli;259,94;129,63;44,84;8,27;2,34;59,66;1,82;2,81;3,85;1,09;2,03;3,64;7
570;PASAR - CEMPAKA PUTIH;Kota Jakarta Pusat;2021;Juli;345,94;172,52;59,67;11,00;3,11;79,39;2,42;3,74;5,12;1,45;2,70;4,84;7
571;PASAR - CENGKARENG;Kota Jakarta Barat;2021;Juli;121,04;60,36;20,88;3,85;1,09;27,78;0,85;1,31;1,79;0,51;0,94;1,69;7
572;PASAR - CILANDAK;Kota Jakarta Selatan;2021;Juli;112,32;56,01;19,38;3,57;1,01;25,78;0,79;1,21;1,66;0,47;0,88;1,57;7
573;PASAR - CILINCING;Kota Jakarta Utara;2021;Juli;191,94;95,72;33,11;6,10;1,73;44,05;1,34;2,07;2,84;0,81;1,50;2,69;7
574;PASAR - CIPAYUNG;Kota Jakarta Timur;2021;Juli;82,72;41,25;14,27;2,63;0,74;18,98;0,58;0,89;1,22;0,35;0,65;1,16;7
575;PASAR - CIRACAS;Kota Jakarta Timur;2021;Juli;186,08;92,80;32,10;5,92;1,67;42,71;1,30;2,01;2,75;0,78;1,45;2,61;7
576;PASAR - DUREN SAWIT;Kota Jakarta Timur;2021;Juli;690,7;344,45;119,15;21,96;6,22;158,52;4,83;7,46;10,22;2,90;5,39;9,67;7
577;PASAR - GAMBIR;Kota Jakarta Pusat;2021;Juli;139,14;69,39;24,00;4,42;1,25;31,93;0,97;1,50;2,06;0,58;1,09;1,95;7
578;PASAR - GROGOL PETAMBURAN;Kota Jakarta Barat;2021;Juli;284,42;141,84;49,06;9,04;2,56;65,27;1,99;3,07;4,21;1,19;2,22;3,98;7
579;PASAR - JAGAKARSA;Kota Jakarta Selatan;2021;Juli;198,9;99,19;34,31;6,33;1,79;45,65;1,39;2,15;2,94;0,84;1,55;2,78;7
580;PASAR - JATINEGARA;Kota Jakarta Timur;2021;Juli;386,36;192,68;66,65;12,29;3,48;88,67;2,70;4,17;5,72;1,62;3,01;5,41;7
581;PASAR - JOHAR BARU;Kota Jakarta Pusat;2021;Juli;9,32;4,65;1,61;0,30;0,08;2,14;0,07;0,10;0,14;0,04;0,07;0,13;7
582;PASAR - KALIDERES;Kota Jakarta Barat;2021;Juli;40,92;20,41;7,06;1,30;0,37;9,39;0,29;0,44;0,61;0,17;0,32;0,57;7
583;PASAR - KEBAYORAN BARU;Kota Jakarta Selatan;2021;Juli;268,56;133,93;46,33;8,54;2,42;61,63;1,88;2,90;3,97;1,13;2,09;3,76;7
584;PASAR - KEBAYORAN LAMA;Kota Jakarta Selatan;2021;Juli;356,46;177,77;61,49;11,34;3,21;81,81;2,50;3,85;5,28;1,50;2,78;4,99;7
585;PASAR - KEBON JERUK;Kota Jakarta Barat;2021;Juli;403,22;201,09;69,56;12,82;3,63;92,54;2,82;4,35;5,97;1,69;3,15;5,65;7
586;PASAR - KELAPA GADING;Kota Jakarta Utara;2021;Juli;42,32;21,10;7,30;1,35;0,38;9,71;0,30;0,46;0,63;0,18;0,33;0,59;7
587;PASAR - KEMAYORAN;Kota Jakarta Pusat;2021;Juli;273,24;136,26;47,13;8,69;2,46;62,71;1,91;2,95;4,04;1,15;2,13;3,83;7
588;PASAR - KEMBANGAN;Kota Jakarta Barat;2021;Juli;353,1;176,09;60,91;11,23;3,18;81,04;2,47;3,81;5,23;1,48;2,75;4,94;7
589;PASAR - KOJA;Kota Jakarta Utara;2021;Juli;388,36;193,68;66,99;12,35;3,50;89,13;2,72;4,19;5,75;1,63;3,03;5,44;7
590;PASAR - KRAMAT JATI;Kota Jakarta Timur;2021;Juli;4747,92;2367,79;819,02;150,98;42,73;1089,65;33,24;51,28;70,27;19,94;37,03;66,47;7
591;PASAR - MAKASAR;Kota Jakarta Timur;2021;Juli;224,58;112,00;38,74;7,14;2,02;51,54;1,57;2,43;3,32;0,94;1,75;3,14;7
592;PASAR - MAMPANG PRAPATAN;Kota Jakarta Selatan;2021;Juli;82,76;41,27;14,28;2,63;0,74;18,99;0,58;0,89;1,22;0,35;0,65;1,16;7
593;PASAR - MATRAMAN;Kota jakarta Timur;2021;Juli;106,88;53,30;18,44;3,40;0,96;24,53;0,75;1,15;1,58;0,45;0,83;1,50;7
594;PASAR - PADEMANGAN;Kota Jakarta Utara;2021;Juli;291,26;145,25;50,24;9,26;2,62;66,84;2,04;3,15;4,31;1,22;2,27;4,08;7
595;PASAR - PALMERAH;Kota Jakarta Barat;2021;Juli;20,14;10,04;3,47;0,64;0,18;4,62;0,14;0,22;0,30;0,08;0,16;0,28;7
596;PASAR - PASAR MINGGU;Kota Jakarta Selatan;2021;Juli;509,28;253,98;87,85;16,20;4,58;116,88;3,56;5,50;7,54;2,14;3,97;7,13;7
597;PASAR - PASAR REBO;Kota Jakarta Timur;2021;Juli;85,5;42,64;14,75;2,72;0,77;19,62;0,60;0,92;1,27;0,36;0,67;1,20;7
598;PASAR - PENJARINGAN;Kota Jakarta Utara;2021;Juli;402,88;200,92;69,50;12,81;3,63;92,46;2,82;4,35;5,96;1,69;3,14;5,64;7
599;PASAR - PESANGGRAHAN;Kota Jakarta Selatan;2021;Juli;54,22;27,04;9,35;1,72;0,49;12,44;0,38;0,59;0,80;0,23;0,42;0,76;7
600;PASAR - PULOGADUNG;Kota Jakarta Timur;2021;Juli;347,7;173,40;59,98;11,06;3,13;79,80;2,43;3,76;5,15;1,46;2,71;4,87;7
601;PASAR - SAWAH BESAR;Kota Jakarta Pusat;2021;Juli;126,28;62,98;21,78;4,02;1,14;28,98;0,88;1,36;1,87;0,53;0,98;1,77;7
602;PASAR - SENEN;Kota Jakarta Pusat;2021;Juli;541,18;269,89;93,35;17,21;4,87;124,20;3,79;5,84;8,01;2,27;4,22;7,58;7
603;PASAR - SETIABUDI;Kota Jakarta Selatan;2021;Juli;253,44;126,39;43,72;8,06;2,28;58,16;1,77;2,74;3,75;1,06;1,98;3,55;7
604;PASAR - TAMANSARI;Kota Jakarta Barat;2021;Juli;425,62;212,26;73,42;13,53;3,83;97,68;2,98;4,60;6,30;1,79;3,32;5,96;7
605;PASAR - TAMBORA;Kota Jakarta Barat;2021;Juli;374,18;186,60;64,55;11,90;3,37;85,87;2,62;4,04;5,54;1,57;2,92;5,24;7
606;PASAR - TANAH ABANG;Kota Jakarta Pusat;2021;Juli;310,6;154,90;53,58;9,88;2,80;71,28;2,17;3,35;4,60;1,30;2,42;4,35;7
607;PASAR - TANJUNG PRIOK;Kota Jakarta Pusat;2021;Juli;265,88;132,59;45,86;8,45;2,39;61,02;1,86;2,87;3,94;1,12;2,07;3,72;7
608;PASAR - TEBET;Kota Jakarta Selatan;2021;Juli;211,58;105,51;36,50;6,73;1,90;48,56;1,48;2,29;3,13;0,89;1,65;2,96;7
609;PASAR MINGGU;Kota Jakarta Selatan;2021;Juli;6284,62;3134,14;1084,10;199,85;56,56;1442,32;43,99;67,87;93,01;26,40;49,02;87,98;7
610;PASAR REBO;Kota Jakarta Timur;2021;Juli;3529,46;1760,14;608,83;112,24;31,77;810,01;24,71;38,12;52,24;14,82;27,53;49,41;7
611;PENJARINGAN;Kota Jakarta Utara;2021;Juli;6681,62;3332,12;1152,58;212,48;60,13;1533,43;46,77;72,16;98,89;28,06;52,12;93,54;7
612;PESANGGRAHAN;Kota Jakarta Selatan;2021;Juli;4679,92;2333,88;807,29;148,82;42,12;1074,04;32,76;50,54;69,26;19,66;36,50;65,52;7
613;PKLB3;Lembaga ;2021;Juli;627;312,68;108,16;19,94;5,64;143,90;4,39;6,77;9,28;2,63;4,89;8,78;7
614;PULOGADUNG;Kota Jakarta Timur;2021;Juli;4690,88;2339,34;809,18;149,17;42,22;1076,56;32,84;50,66;69,43;19,70;36,59;65,67;7
615;SAWAH BESAR;Kota Jakarta Pusat;2021;Juli;2004,7;999,74;345,81;63,75;18,04;460,08;14,03;21,65;29,67;8,42;15,64;28,07;7
616;SENEN;Kota Jakarta Pusat;2021;Juli;1471,72;733,95;253,87;46,80;13,25;337,76;10,30;15,89;21,78;6,18;11,48;20,60;7
617;SETIABUDI;Kota Jakarta Selatan;2021;Juli;2541,8;1267,60;438,46;80,83;22,88;583,34;17,79;27,45;37,62;10,68;19,83;35,59;7
618;TAMAN SARI;Kota Jakarta Barat;2021;Juli;2642,86;1317,99;455,89;84,04;23,79;606,54;18,50;28,54;39,11;11,10;20,61;37,00;7
619;TAMBORA;Kota Jakarta Barat;2021;Juli;5731,88;2858,49;988,75;182,27;51,59;1315,47;40,12;61,90;84,83;24,07;44,71;80,25;7
620;TANAH ABANG;Kota Jakarta Pusat;2021;Juli;2368,18;1181,01;408,51;75,31;21,31;543,50;16,58;25,58;35,05;9,95;18,47;33,15;7
621;TANJUNG PRIOK;Kota Jakarta Utara;2021;Juli;7341,26;3661,09;1266,37;233,45;66,07;1684,82;51,39;79,29;108,65;30,83;57,26;102,78;7
622;TEBET;Kota Jakarta Selatan;2021;Juli;3476,56;1733,76;599,71;110,55;31,29;797,87;24,34;37,55;51,45;14,60;27,12;48,67;7
623;UPK BADAN AIR;Lembaga ;2021;Juli;7032,72;3507,22;1213,14;223,64;63,29;1614,01;49,23;75,95;104,08;29,54;54,86;98,46;7
624;B2B;Lembaga ;2021;Agustus;5985,36;2984,90;1032,47;190,33;53,87;1373,64;41,90;64,64;88,58;25,14;46,69;83,80;8
625;BIDANG PENGENDALIAN KEBERSIHAN;Lembaga ;2021;Agustus;64,92;32,38;11,20;2,06;0,58;14,90;0,45;0,70;0,96;0,27;0,51;0,91;8
626;CAKUNG;Kota Jakarta Timur;2021;Agustus;9078,62;4527,51;1566,06;288,70;81,71;2083,54;63,55;98,05;134,36;38,13;70,81;127,10;8
627;CEMPAKA PUTIH;Kota Jakarta Pusat;2021;Agustus;1301,82;649,22;224,56;41,40;11,72;298,77;9,11;14,06;19,27;5,47;10,15;18,23;8
628;CENGKARENG;Kota Jakarta Barat;2021;Agustus;8581,42;4279,55;1480,29;272,89;77,23;1969,44;60,07;92,68;127,01;36,04;66,94;120,14;8
629;CILANDAK;Kota Jakarta Selatan;2021;Agustus;3541,02;1765,91;610,83;112,60;31,87;812,66;24,79;38,24;52,41;14,87;27,62;49,57;8
630;CILINCING;Kota Jakarta Utara;2021;Agustus;5785,08;2885,02;997,93;183,97;52,07;1327,68;40,50;62,48;85,62;24,30;45,12;80,99;8
631;CIPAYUNG;Kota Jakarta Timur;2021;Agustus;3493,92;1742,42;602,70;111,11;31,45;801,85;24,46;37,73;51,71;14,67;27,25;48,91;8
632;CIRACAS;Kota Jakarta Timur;2021;Agustus;4025,14;2007,34;694,34;128,00;36,23;923,77;28,18;43,47;59,57;16,91;31,40;56,35;8
633;DUREN SAWIT;Kota Jakarta Timur;2021;Agustus;6859,36;3420,76;1183,24;218,13;61,73;1574,22;48,02;74,08;101,52;28,81;53,50;96,03;8
634;GAMBIR;Kota Jakarta Pusat;2021;Agustus;1858,34;926,75;320,56;59,10;16,73;426,49;13,01;20,07;27,50;7,81;14,50;26,02;8
635;GROGOL PETAMBURAN;Kota Jakarta Barat;2021;Agustus;4721,72;2354,72;814,50;150,15;42,50;1083,63;33,05;50,99;69,88;19,83;36,83;66,10;8
636;JAGAKARSA;Kota Jakarta Selatan;2021;Agustus;4939,88;2463,52;852,13;157,09;44,46;1133,70;34,58;53,35;73,11;20,75;38,53;69,16;8
637;JATINEGARA;Kota Jakarta Timur;2021;Agustus;5551,36;2768,46;957,61;176,53;49,96;1274,04;38,86;59,95;82,16;23,32;43,30;77,72;8
638;JOHAR BARU;Kota Jakarta Pusat;2021;Agustus;1661,16;828,42;286,55;52,82;14,95;381,24;11,63;17,94;24,59;6,98;12,96;23,26;8
639;KALIDERES;Kota Jakarta Barat;2021;Agustus;7353,26;3667,07;1268,44;233,83;66,18;1687,57;51,47;79,42;108,83;30,88;57,36;102,95;8
640;KEBAYORAN BARU;Kota Jakarta Selatan;2021;Agustus;4456,54;2222,48;768,75;141,72;40,11;1022,78;31,20;48,13;65,96;18,72;34,76;62,39;8
641;KEBAYORAN LAMA;Kota Jakarta Selatan;2021;Agustus;6122,32;3053,20;1056,10;194,69;55,10;1405,07;42,86;66,12;90,61;25,71;47,75;85,71;8
642;KEBON JERUK;Kota Jakarta Barat;2021;Agustus;2251,24;1122,69;388,34;71,59;20,26;516,66;15,76;24,31;33,32;9,46;17,56;31,52;8
643;KEHUTANAN JAKARTA BARAT;Kota Jakarta Barat;2021;Agustus;285,72;142,49;49,29;9,09;2,57;65,57;2,00;3,09;4,23;1,20;2,23;4,00;8
644;KEHUTANAN JAKARTA PUSAT;Kota Jakarta Pusat;2021;Agustus;138,7;69,17;23,93;4,41;1,25;31,83;0,97;1,50;2,05;0,58;1,08;1,94;8
645;KELAPA GADING;Kota Jakarta Utara;2021;Agustus;3831,82;1910,93;660,99;121,85;34,49;879,40;26,82;41,38;56,71;16,09;29,89;53,65;8
646;KEMAYORAN;Kota Jakarta Pusat;2021;Agustus;4306,56;2147,68;742,88;136,95;38,76;988,36;30,15;46,51;63,74;18,09;33,59;60,29;8
647;KEMBANGAN;Kota Jakarta Barat;2021;Agustus;5320,94;2653,55;917,86;169,21;47,89;1221,16;37,25;57,47;78,75;22,35;41,50;74,49;8
648;KEPULAUAN SERIBU;Kabupaten Kepulauan Seribu;2021;Agustus;720,34;359,23;124,26;22,91;6,48;165,32;5,04;7,78;10,66;3,03;5,62;10,08;8
649;KOJA;Kota Jakarta Utara;2021;Agustus;4078,32;2033,86;703,51;129,69;36,70;935,97;28,55;44,05;60,36;17,13;31,81;57,10;8
650;KRAMAT JATI;Kota Jakarta Timur;2021;Agustus;3774,74;1882,46;651,14;120,04;33,97;866,30;26,42;40,77;55,87;15,85;29,44;52,85;8
651;MAKASAR;Kota Jakarta Timur;2021;Agustus;2790,1;1391,42;481,29;88,73;25,11;640,33;19,53;30,13;41,29;11,72;21,76;39,06;8
652;MAMPANG PRAPATAN;Kota Jakarta Selatan;2021;Agustus;2560,86;1277,10;441,75;81,44;23,05;587,72;17,93;27,66;37,90;10,76;19,97;35,85;8
653;MATRAMAN;Kota Jakarta Timur;2021;Agustus;2537,92;1265,66;437,79;80,71;22,84;582,45;17,77;27,41;37,56;10,66;19,80;35,53;8
654;MENTENG;Kota Jakarta Pusat;2021;Agustus;2022,88;1008,81;348,95;64,33;18,21;464,25;14,16;21,85;29,94;8,50;15,78;28,32;8
655;Pademangan;Kota Jakarta Utara;2021;Agustus;2847,04;1419,82;491,11;90,54;25,62;653,40;19,93;30,75;42,14;11,96;22,21;39,86;8
656;PALMERAH;Kota Jakarta Barat;2021;Agustus;3757,06;1873,65;648,09;119,47;33,81;862,25;26,30;40,58;55,60;15,78;29,31;52,60;8
657;PANCORAN;Kota Jakarta Selatan;2021;Agustus;4023,9;2006,72;694,12;127,96;36,22;923,49;28,17;43,46;59,55;16,90;31,39;56,33;8
658;PASAR - CAKUNG;Kota Jakarta Timur;2021;Agustus;300,82;150,02;51,89;9,57;2,71;69,04;2,11;3,25;4,45;1,26;2,35;4,21;8
659;PASAR - CEMPAKA PUTIH;Kota Jakarta Pusat;2021;Agustus;356,9;177,99;61,57;11,35;3,21;81,91;2,50;3,85;5,28;1,50;2,78;5,00;8
660;PASAR - CENGKARENG;Kota Jakarta Barat;2021;Agustus;128,46;64,06;22,16;4,09;1,16;29,48;0,90;1,39;1,90;0,54;1,00;1,80;8
661;PASAR - CILANDAK;Kota Jakarta Selatan;2021;Agustus;86,92;43,35;14,99;2,76;0,78;19,95;0,61;0,94;1,29;0,37;0,68;1,22;8
662;PASAR - CILINCING;Kota Jakarta Utara;2021;Agustus;178,42;88,98;30,78;5,67;1,61;40,95;1,25;1,93;2,64;0,75;1,39;2,50;8
663;PASAR - CIPAYUNG;Kota Jakarta Timur;2021;Agustus;78,92;39,36;13,61;2,51;0,71;18,11;0,55;0,85;1,17;0,33;0,62;1,10;8
664;PASAR - CIRACAS;Kota Jakarta Timur;2021;Agustus;116,94;58,32;20,17;3,72;1,05;26,84;0,82;1,26;1,73;0,49;0,91;1,64;8
665;PASAR - DUREN SAWIT;Kota Jakarta Timur;2021;Agustus;829,82;413,83;143,14;26,39;7,47;190,44;5,81;8,96;12,28;3,49;6,47;11,62;8
666;PASAR - GAMBIR;Kota Jakarta Pusat;2021;Agustus;149,04;74,33;25,71;4,74;1,34;34,20;1,04;1,61;2,21;0,63;1,16;2,09;8
667;PASAR - GROGOL PETAMBURAN;Kota Jakarta Barat;2021;Agustus;279,1;139,19;48,14;8,88;2,51;64,05;1,95;3,01;4,13;1,17;2,18;3,91;8
668;PASAR - JAGAKARSA;Kota Jakarta Selatan;2021;Agustus;166,18;82,87;28,67;5,28;1,50;38,14;1,16;1,79;2,46;0,70;1,30;2,33;8
669;PASAR - JATINEGARA;Kota Jakarta Timur;2021;Agustus;397,72;198,34;68,61;12,65;3,58;91,28;2,78;4,30;5,89;1,67;3,10;5,57;8
670;PASAR - JOHAR BARU;Kota Jakarta Pusat;2021;Agustus;9,62;4,80;1,66;0,31;0,09;2,21;0,07;0,10;0,14;0,04;0,08;0,13;8
671;PASAR - KALIDERES;Kota Jakarta Barat;2021;Agustus;39,64;19,77;6,84;1,26;0,36;9,10;0,28;0,43;0,59;0,17;0,31;0,55;8
672;PASAR - KEBAYORAN BARU;Kota Jakarta Selatan;2021;Agustus;281,46;140,36;48,55;8,95;2,53;64,60;1,97;3,04;4,17;1,18;2,20;3,94;8
673;PASAR - KEBAYORAN LAMA;Kota Jakarta Selatan;2021;Agustus;356,66;177,87;61,52;11,34;3,21;81,85;2,50;3,85;5,28;1,50;2,78;4,99;8
674;PASAR - KEBON JERUK;Kota Jakarta Barat;2021;Agustus;437,02;217,94;75,39;13,90;3,93;100,30;3,06;4,72;6,47;1,84;3,41;6,12;8
675;PASAR - KELAPA GADING;Kota Jakarta Utara;2021;Agustus;44,32;22,10;7,65;1,41;0,40;10,17;0,31;0,48;0,66;0,19;0,35;0,62;8
676;PASAR - KEMAYORAN;Kota Jakarta Pusat;2021;Agustus;273,24;136,26;47,13;8,69;2,46;62,71;1,91;2,95;4,04;1,15;2,13;3,83;8
677;PASAR - KEMBANGAN;Kota Jakarta Barat;2021;Agustus;344,16;171,63;59,37;10,94;3,10;78,98;2,41;3,72;5,09;1,45;2,68;4,82;8
678;PASAR - KOJA;Kota Jakarta Utara;2021;Agustus;387,74;193,37;66,89;12,33;3,49;88,99;2,71;4,19;5,74;1,63;3,02;5,43;8
679;PASAR - KRAMAT JATI;Kota Jakarta Timur;2021;Agustus;5014,32;2500,64;864,97;159,46;45,13;1150,79;35,10;54,15;74,21;21,06;39,11;70,20;8
680;PASAR - MAKASAR;Kota Jakarta Timur;2021;Agustus;212,22;105,83;36,61;6,75;1,91;48,70;1,49;2,29;3,14;0,89;1,66;2,97;8
681;PASAR - MAMPANG PRAPATAN;Kota Jakarta Selatan;2021;Agustus;77,9;38,85;13,44;2,48;0,70;17,88;0,55;0,84;1,15;0,33;0,61;1,09;8
682;PASAR - MATRAMAN;Kota jakarta Timur;2021;Agustus;105,94;52,83;18,27;3,37;0,95;24,31;0,74;1,14;1,57;0,44;0,83;1,48;8
683;PASAR - PADEMANGAN;Kota Jakarta Utara;2021;Agustus;281,22;140,24;48,51;8,94;2,53;64,54;1,97;3,04;4,16;1,18;2,19;3,94;8
684;PASAR - PALMERAH;Kota Jakarta Barat;2021;Agustus;22,04;10,99;3,80;0,70;0,20;5,06;0,15;0,24;0,33;0,09;0,17;0,31;8
685;PASAR - PASAR MINGGU;Kota Jakarta Selatan;2021;Agustus;446,54;222,69;77,03;14,20;4,02;102,48;3,13;4,82;6,61;1,88;3,48;6,25;8
686;PASAR - PASAR REBO;Kota Jakarta Timur;2021;Agustus;86,86;43,32;14,98;2,76;0,78;19,93;0,61;0,94;1,29;0,36;0,68;1,22;8
687;PASAR - PENJARINGAN;Kota Jakarta Utara;2021;Agustus;380,54;189,78;65,64;12,10;3,42;87,33;2,66;4,11;5,63;1,60;2,97;5,33;8
688;PASAR - PESANGGRAHAN;Kota Jakarta Selatan;2021;Agustus;44,18;22,03;7,62;1,40;0,40;10,14;0,31;0,48;0,65;0,19;0,34;0,62;8
689;PASAR - PULOGADUNG;Kota Jakarta Timur;2021;Agustus;353,88;176,48;61,04;11,25;3,18;81,22;2,48;3,82;5,24;1,49;2,76;4,95;8
690;PASAR - SAWAH BESAR;Kota Jakarta Pusat;2021;Agustus;151,48;75,54;26,13;4,82;1,36;34,76;1,06;1,64;2,24;0,64;1,18;2,12;8
691;PASAR - SENEN;Kota Jakarta Pusat;2021;Agustus;564,74;281,64;97,42;17,96;5,08;129,61;3,95;6,10;8,36;2,37;4,40;7,91;8
692;PASAR - SETIABUDI;Kota Jakarta Selatan;2021;Agustus;260,98;130,15;45,02;8,30;2,35;59,89;1,83;2,82;3,86;1,10;2,04;3,65;8
693;PASAR - TAMANSARI;Kota Jakarta Barat;2021;Agustus;400,16;199,56;69,03;12,73;3,60;91,84;2,80;4,32;5,92;1,68;3,12;5,60;8
694;PASAR - TAMBORA;Kota Jakarta Barat;2021;Agustus;412,66;205,79;71,18;13,12;3,71;94,71;2,89;4,46;6,11;1,73;3,22;5,78;8
695;PASAR - TANAH ABANG;Kota Jakarta Pusat;2021;Agustus;333,94;166,54;57,60;10,62;3,01;76,64;2,34;3,61;4,94;1,40;2,60;4,68;8
696;PASAR - TANJUNG PRIOK;Kota Jakarta Pusat;2021;Agustus;302,92;151,07;52,25;9,63;2,73;69,52;2,12;3,27;4,48;1,27;2,36;4,24;8
